player_id,player_name,position,nfl_season,games,fantasy_points,fantasy_ppg,position_finish
00-0039874,Jaylen Wright,RB,2024,13,26.700000000000006,2.0538461538461545,91
00-0038636,Kenny McIntosh,RB,2024,7,22.4,3.1999999999999997,94
00-0036425,DeeJay Dallas,RB,2024,7,20.999999999999996,2.9999999999999996,95
00-0038396,Eric Gray,RB,2024,10,19.3,1.9300000000000002,97
00-0039746,Will Shipley,RB,2024,5,15.7,3.1399999999999997,99
00-0038622,Deuce Vaughn,RB,2024,5,11.8,2.3600000000000003,101
00-0036360,Clyde Edwards-Helaire,RB,2024,2,10,5,104
00-0037085,Tyler Badie,RB,2024,3,9.4,3.1333333333333333,105
00-0039344,Jonathon Brooks,RB,2024,3,7.5,2.5,108
00-0036842,Kene Nwangwu,RB,2024,1,6,6,112
00-0036670,Jermar Jefferson,RB,2024,2,4.2,2.1,115
00-0039393,Jase McClellan,RB,2024,2,3.2,1.6,119
00-0039796,Rasheen Ali,RB,2024,4,3.1000000000000005,0.7750000000000001,120
00-0037745,Velus Jones Jr.,RB,2024,2,2.9,1.45,121
00-0039811,MarShawn Lloyd,RB,2024,1,2.8,2.8,122
00-0037827,Tyrion Davis-Price,RB,2024,1,0.7,0.7,130
00-0036450,Ke'Shawn Vaughn,RB,2024,1,0.4,0.4,131
00-0036297,Darrynton Evans,RB,2024,1,0.3,0.3,132
00-0036370,Joshua Kelley,RB,2024,1,0.2,0.2,133
00-0039407,Dylan Laube,RB,2024,1,-2,-2,135
00-0036900,Ja'Marr Chase,WR,2024,17,403,23.705882352941178,1
00-0036322,Justin Jefferson,WR,2024,17,317.47999999999996,18.675294117647056,2
00-0036963,Amon-Ra St. Brown,WR,2024,17,316.18,18.598823529411764,3
00-0039893,Brian Thomas,WR,2024,17,283.99999999999994,16.705882352941174,4
00-0037238,Drake London,WR,2024,17,280.79999999999995,16.517647058823528,5
00-0039337,Malik Nabers,WR,2024,15,273.6,18.240000000000002,6
00-0036358,CeeDee Lamb,WR,2024,15,263.4,17.56,8
00-0038543,Jaxon Smith-Njigba,WR,2024,17,253,14.882352941176471,9
00-0037740,Garrett Wilson,WR,2024,17,251.9,14.81764705882353,10
00-0036407,Jerry Jeudy,WR,2024,17,240.90000000000003,14.170588235294119,12
00-0039915,Ladd McConkey,WR,2024,16,240.9,15.05625,13
00-0036410,Tee Higgins,WR,2024,12,222.10000000000005,18.508333333333336,17
00-0038994,Jordan Addison,WR,2024,15,212.50000000000003,14.166666666666668,21
00-0037240,Jameson Williams,WR,2024,15,212.19999999999996,14.146666666666665,22
00-0036554,Nico Collins,WR,2024,12,210.60000000000002,17.55,23
00-0036259,Jauan Jennings,WR,2024,15,210.49999999999997,14.033333333333331,24
00-0039064,Zay Flowers,WR,2024,17,209.5,12.323529411764707,25
00-0039075,Puka Nacua,WR,2024,11,206.60000000000002,18.781818181818185,26
00-0036912,DeVonta Smith,WR,2024,13,199.4,15.338461538461539,27
00-0039146,Jayden Reed,WR,2024,17,196.99999999999997,11.588235294117645,29
00-0039849,Marvin Harrison Jr.,WR,2024,17,196.50000000000003,11.558823529411766,30
00-0036309,Darnell Mooney,WR,2024,16,193.19999999999996,12.074999999999998,31
00-0039894,Xavier Worthy,WR,2024,16,187.2,11.7,33
00-0038117,Wan'Dale Robinson,WR,2024,17,182.70000000000002,10.747058823529413,35
00-0037261,Khalil Shakir,WR,2024,15,182.5,12.166666666666666,36
00-0038997,Josh Downs,WR,2024,14,182.19999999999996,13.01428571428571,37
00-0038544,Quentin Johnston,WR,2024,15,174.70000000000002,11.646666666666668,39
00-0036550,Rashod Bateman,WR,2024,16,174.59999999999997,10.912499999999998,40
00-0036252,Michael Pittman Jr.,WR,2024,16,165.79999999999998,10.362499999999999,41
00-0037247,George Pickens,WR,2024,14,164.40000000000003,11.742857142857146,42
00-0037664,Alec Pierce,WR,2024,16,161.39999999999998,10.087499999999999,43
00-0037666,Jalen Tolbert,WR,2024,17,152,8.941176470588236,45
00-0036613,Jaylen Waddle,WR,2024,15,149.6,9.973333333333333,46
00-0038621,DeMario Douglas,WR,2024,16,147.70000000000002,9.231250000000001,47
00-0039919,Rome Odunze,WR,2024,17,144.9,8.523529411764706,49
00-0038977,Tank Dell,WR,2024,14,140,10,51
00-0039855,Jalen McMillan,WR,2024,13,135.39999999999998,10.415384615384614,55
00-0037816,Romeo Doubs,WR,2024,13,132.1,10.161538461538461,56
00-0038976,Marvin Mims,WR,2024,16,129.5,8.09375,57
00-0038563,Tre Tucker,WR,2024,17,129.3,7.605882352941177,58
00-0039342,Xavier Legette,WR,2024,15,125.1,8.34,60
00-0038559,Michael Wilson,WR,2024,16,124.50000000000003,7.781250000000002,61
00-0038608,Kayshon Boutte,WR,2024,15,121.9,8.126666666666667,65
00-0036980,Elijah Moore,WR,2024,17,120.89999999999999,7.1117647058823525,67
00-0037837,Calvin Austin III,WR,2024,17,120.80000000000001,7.105882352941177,68
00-0038619,Andrei Iosivas,WR,2024,17,119.89999999999999,7.052941176470588,69
00-0039901,Keon Coleman,WR,2024,13,111.5,8.576923076923077,71
00-0038393,Dontayvion Wicks,WR,2024,17,110.5,6.5,72
00-0036988,Josh Palmer,WR,2024,15,107.39999999999998,7.159999999999998,74
00-0039424,Devaughn Vele,WR,2024,13,106.49999999999999,8.192307692307692,75
00-0038124,Christian Watson,WR,2024,14,105.3,7.521428571428571,76
00-0037291,Jalen Nailor,WR,2024,15,105.00000000000001,7.000000000000001,77
00-0036849,Tutu Atwell,WR,2024,15,98.9,6.593333333333334,79
00-0038606,Parker Washington,WR,2024,13,96.99999999999999,7.461538461538461,81
00-0039916,Ricky Pearsall,WR,2024,10,93.5,9.35,82
00-0038979,Cedric Tillman,WR,2024,9,80.4,8.933333333333334,91
00-0037239,Chris Olave,WR,2024,8,76.7,9.5875,94
00-0036626,Dyami Brown,WR,2024,15,67.4,4.493333333333334,97
00-0039868,Troy Franklin,WR,2024,16,67.1,4.19375,98
00-0039067,Rashee Rice,WR,2024,3,64.9,21.633333333333336,100
00-0036415,Van Jefferson,WR,2024,15,63.599999999999994,4.239999999999999,103
00-0036261,Brandon Aiyuk,WR,2024,7,62.400000000000006,8.914285714285715,105
00-0036427,Tyler Johnson,WR,2024,11,61.099999999999994,5.554545454545454,106
00-0039880,Malik Washington,WR,2024,12,56.8,4.733333333333333,108
00-0037614,John Metchie,WR,2024,10,55.4,5.54,110
00-0036196,Gabe Davis,WR,2024,9,53.9,5.988888888888889,111
00-0039890,Adonai Mitchell,WR,2024,17,53.76,3.1623529411764704,112
00-0039751,Jordan Whittington,WR,2024,6,52.5,8.75,114
00-0037741,Jahan Dotson,WR,2024,14,41.9,2.992857142857143,118
00-0038573,Derius Davis,WR,2024,11,40.1,3.6454545454545455,119
00-0036630,Tylan Wallace,WR,2024,8,36.300000000000004,4.5375000000000005,123
00-0038640,Jalen Brooks,WR,2024,12,35.7,2.975,124
00-0039052,Trey Palmer,WR,2024,10,35.2,3.5200000000000005,125
00-0039355,Luke McCaffrey,WR,2024,12,34.8,2.9,126
00-0039907,Ja'Lynn Polk,WR,2024,13,32.699999999999996,2.515384615384615,128
00-0039062,Jonathan Mingo,WR,2024,14,32.2,2.3000000000000003,129
00-0039386,Bub Means,WR,2024,4,26.799999999999997,6.699999999999999,136
00-0038618,Xavier Hutchinson,WR,2024,14,23.700000000000003,1.692857142857143,138
00-0037091,Bo Melton,WR,2024,11,22.5,2.0454545454545454,139
00-0036331,Devin Duvernay,WR,2024,10,19.2,1.92,143
00-0036345,K.J. Osborn,WR,2024,6,18.7,3.1166666666666667,144
00-0039410,Ryan Flournoy,WR,2024,7,18.2,2.6,145
00-0039747,Ainias Smith,WR,2024,3,17.7,5.8999999999999995,147
00-0036646,Simi Fehoko,WR,2024,5,16.6,3.3200000000000003,148
00-0039236,Johnny Wilson,WR,2024,9,14.8,1.6444444444444446,154
00-0036387,Jalen Reagor,WR,2024,7,14.700000000000001,2.1,155
00-0039810,Jermaine Burton,WR,2024,4,14.700000000000001,3.6750000000000003,156
00-0036268,Laviska Shenault Jr.,WR,2024,6,14.7,2.4499999999999997,157
00-0038938,Jalin Hyatt,WR,2024,10,14.200000000000001,1.4200000000000002,159
00-0037300,Michael Woods II,WR,2024,5,13.5,2.7,164
00-0039365,Jacob Cowing,WR,2024,3,12.7,4.233333333333333,166
00-0036862,Ben Skowronek,WR,2024,4,11.899999999999999,2.9749999999999996,169
00-0039792,Devontez Walker,WR,2024,2,9.1,4.55,172
00-0038104,Tyquan Thornton,WR,2024,4,8.7,2.175,173
00-0037742,Treylon Burks,WR,2024,5,7.5,1.5,174
00-0038576,Charlie Jones,WR,2024,2,7.5,3.75,175
00-0036620,D'Wayne Eskridge,WR,2024,3,7.3999999999999995,2.4666666666666663,176
00-0039920,Malachi Corley,WR,2024,5,7.2,1.44,177
00-0036955,Terrace Marshall Jr.,WR,2024,5,7.1,1.42,179
00-0036635,Ihmir Smith-Marsette,WR,2024,1,6,6,187
00-0037257,David Bell,WR,2024,1,5.7,5.7,190
00-0039379,Jamari Thrash,WR,2024,6,5.2,0.8666666666666667,191
00-0036133,James Proche,WR,2024,2,5.1,2.55,192
00-0038647,Ronnie Bell,WR,2024,3,4.2,1.4000000000000001,195
00-0039816,Anthony Gould,WR,2024,1,3.3,3.3,197
00-0036165,Isaiah Hodgins,WR,2024,2,3.2,1.6,198
00-0038507,Grant Dubose,WR,2024,2,3.0999999999999996,1.5499999999999998,199
00-0039394,Casey Washington,WR,2024,2,2.4,1.2,203
00-0039853,Javon Baker,WR,2024,4,2.2,0.55,204
00-0036254,Collin Johnson,WR,2024,2,1.6,0.8,210
00-0036877,Jaelon Darden,WR,2024,1,1.6,1.6,211
00-0038941,Tyler Scott,WR,2024,1,1.5,1.5,213
00-0039392,Jha'Quan Jackson,WR,2024,2,1.3,0.65,214
00-0037093,Dareke Young,WR,2024,1,0,0,220
00-0038090,Skyy Moore,WR,2024,2,0,0,223
00-0038092,Erik Ezukanma,WR,2024,1,0,0,224
00-0036913,Kadarius Toney,WR,2024,2,-0.39999999999999997,-0.19999999999999998,227
