name,position,class_year,school,external_id,scoring_date,draft_round,overall_pick,nfl_team,pass_play_usage,best_pass_play_usage,receiving_ppa,career_receiving_ppa,best_receiving_ppa,rushing_ppa,career_rushing_ppa,best_rushing_ppa,career_yprr,best_yprr,target_share,receiving_yard_share,age_at_draft,early_declare,ras,bmi,speed_score,recruiting_rating,conference_strength,scrimmage_yards_per_game,rushing_yard_share,yards_after_contact_per_attempt,missed_tackles_per_attempt,receptions_per_game,receiving_yprr
Gary Brightwell,RB,2021,Arizona,00-0036569,2021-04-30,6,196,NYG,0.078,0.078,-0.012,0.0023333333333333387,0.372,-0.071,0.15133333333333335,0.416,,,,0.054460093896713614,22,,,31.276326530612245,95.70146522641377,0.8206,80,88.8,0.4557260920897285,,,2.6,
Larry Rountree,RB,2021,Missouri,00-0036650,2021-04-30,6,198,LAC,0.054,0.054,-0.099,0.18550000000000003,0.675,0.089,0.10600000000000001,0.163,,,,0.03763643206624012,22,,,,,0.8458,100,107.2,0.7002881844380403,,,1.5,
Chris Evans,RB,2021,Michigan,00-0036857,2021-04-30,6,202,CIN,0.046,0.072,0.631,0.7635000000000001,1.359,0.267,0.17525000000000002,0.267,,,,0.05792276964047936,23,,,29.42531243800833,102.91114159426917,0.8938,100,26.666666666666668,0.09217171717171717,,,1.5,
Demetric Felton,RB,2021,UCLA,00-0036654,2021-04-30,6,211,CLE,0.146,0.149,0.507,-0.004500000000000004,0.507,0.135,0.11125,0.62,,,,0.10120942075111394,23,,,28.734212802768166,88.19545664779892,0.8869,80,118.14285714285714,0.4021673690547863,,,3.142857142857143,
Khalil Herbert,RB,2021,Virginia Tech,00-0036906,2021-04-30,6,217,CHI,0.057,0.057,0.629,0.060399999999999995,0.629,0.288,0.1588,0.292,,,,0.08121597096188747,23,,,31.92690311418685,106.14752089446318,0.8008,85,123.81818181818181,0.4454066265060241,,,0.9090909090909091,
Jake Funk,RB,2021,Maryland,00-0036860,2021-04-30,7,233,LAR,0.083,0.083,0.409,0.8032,2.278,0.374,0.010000000000000009,0.505,,,,0.053208137715179966,23,,,29.267755102040816,100.38638127398183,0.8303,100,115.8,0.7107093184979137,,,2,
Gerrid Doaks,RB,2021,Cincinnati,00-0036578,2021-04-30,7,244,MIA,0.064,0.064,0.458,0.49533333333333335,0.592,0.053,0.12566666666666668,0.249,,,,0.08466051969823973,23,,,,,0.8481,65,97.22222222222223,0.3158141717503519,,,1.5555555555555556,
Kylin Hill,RB,2021,Mississippi St.,00-0036669,2021-04-30,7,256,GNB,0.141,0.141,0.462,0.4625,0.907,-0.089,0.10500000000000001,0.22,,,,0.07272169377109543,23,,,30.702448979591836,103.45169279930268,0.9216,100,29.5,0.11068702290076336,,,2.3,
Jermar Jefferson,RB,2021,Oregon St.,00-0036670,2021-04-30,7,257,DET,0.054,0.068,0.307,0.3466666666666667,0.526,0.209,0.17166666666666666,0.209,,,,0.045300878972278566,21,,,29.55469387755102,94.45662323297891,0.8619,80,132.14285714285714,0.6150537634408603,,,1.2857142857142858,
Ja'Marr Chase,WR,2021,LSU,00-0036900,2021-04-30,1,5,CIN,0.211,0.211,1.09,0.896,1.09,-0.739,-0.739,-0.739,,,,0.2954847277556441,21,,,27.25752314814815,113.30971182645204,0.9589,100,137.30769230769232,0.001970831690973591,,,6.461538461538462,
Jaylen Waddle,WR,2021,Alabama,00-0036613,2021-04-30,1,6,MIA,0.18,0.18,1.479,1.256,1.479,0.178,0.11049999999999999,0.178,,,,0.12693298969072164,22,,,,,0.9791,100,54.81818181818182,0.005,,,2.5454545454545454,
DeVonta Smith,WR,2021,Alabama,00-0036912,2021-04-30,1,10,PHI,0.326,0.326,1.055,0.92225,1.087,0.235,-0.7173333333333334,0.235,,,,0.39862542955326463,22,,,,,0.9717,100,169.27272727272728,0.0025,,,10.636363636363637,
Kadarius Toney,WR,2021,Florida,00-0036913,2021-04-30,1,20,NYG,0.19,0.19,0.892,0.647,0.892,0.359,0.31675,0.551,,,,0.2165969623596742,22,,,26.915096211069233,103.92719928057679,0.8822,100,104.0909090909091,0.10094043887147336,,,6.363636363636363,
Rashod Bateman,WR,2021,Minnesota,00-0036550,2021-04-30,1,27,BAL,0.372,0.372,0.671,0.7143333333333333,1.111,,,,,,,0.3385939741750359,21,,,25.765817901234566,102.31175058709631,0.8914,100,67.42857142857143,,,,5.142857142857143,
Elijah Moore,WR,2021,Mississippi,00-0036980,2021-04-30,2,34,NYJ,0.334,0.334,0.878,0.617,0.878,0.089,-0.3153333333333334,0.089,,,,0.34579710144927533,21,,,,,0.9285,100,139.66666666666666,0.029547553093259463,,,9.555555555555555,
Rondale Moore,WR,2021,Purdue,00-0036936,2021-04-30,2,49,ARI,0.344,0.344,0.317,0.48733333333333334,0.616,0.551,0.15833333333333335,0.551,,,,0.14563106796116504,21,,,28.188906215192695,107.28213919418322,0.9123,100,50.333333333333336,0.064,,,5.833333333333333,
D'Wayne Eskridge,WR,2021,Western Michigan,00-0036620,2021-04-30,2,56,SEA,0.321,0.321,0.871,0.7438,1.321,0.623,0.041,0.623,,,,0.4507042253521127,24,,,28.886245674740483,103.24930918897756,0.8253,55,135.16666666666666,0.03739130434782609,,,5.5,
Tutu Atwell,WR,2021,Louisville,00-0036849,2021-04-30,2,57,LAR,,,,,,,,,,,,,21,,,23.565095155709344,81.22180122378688,0.8646,,,,,,,
Terrace Marshall Jr.,WR,2021,LSU,00-0036955,2021-04-30,2,59,CAR,0.226,0.226,0.68,0.7326666666666667,0.893,,,,,,,0.2386549134835129,21,,,,,0.993,100,73.1,,,,4.8,
Josh Palmer,WR,2021,Tennessee,00-0036988,2021-04-30,3,77,LAC,0.192,0.192,0.505,0.41025,0.613,-1.496,0.12966666666666668,1.803,,,,0.23204689789936492,21,,,,,0.8552,100,47.5,,,,3.3,
Dyami Brown,WR,2021,North Carolina,00-0036626,2021-04-30,3,82,WAS,0.233,0.233,0.911,0.632,0.911,-0.226,-0.226,-0.226,,,,0.30119477632675745,21,,,25.630208333333332,95.53276880501686,0.9272,85,98.54545454545455,,,,4.909090909090909,
Amari Rodgers,WR,2021,Clemson,00-0036991,2021-04-30,3,85,GNB,0.195,0.195,0.678,0.42800000000000005,0.678,0.147,0.268,2.035,,,,0.24390243902439024,21,,,31.30350766645663,101.58091427189677,0.9453,85,92.72727272727273,,,,7,
Nico Collins,WR,2021,Michigan,00-0036554,2021-04-30,3,89,HOU,0.146,0.146,0.843,0.8513333333333334,1.028,,,,,,,0.22355105795768168,22,,,26.167763157894736,111.6486691579471,0.9378,100,60.75,,,,3.0833333333333335,
Anthony Schwartz,WR,2021,Auburn,00-0036999,2021-04-30,3,91,CLE,0.237,0.237,0.461,0.6186666666666667,0.766,-0.532,0.3393333333333333,1.125,,,,0.26908790755262074,21,,,25.22337962962963,111.90034867884242,0.9334,100,64.6,-0.003271537622682661,,,5.4,
Dez Fitzpatrick,WR,2021,Louisville,00-0036627,2021-04-30,4,109,TEN,0.181,0.181,0.859,0.7675000000000001,0.976,-0.922,-2.35,-0.922,,,,0.3104733507267984,23,,,27.439294426721712,108.01359620861858,0.9079,85,75.72727272727273,,,,3.909090909090909,
Amon-Ra St. Brown,WR,2021,USC,00-0036963,2021-04-30,4,112,DET,0.204,0.204,0.676,0.6796666666666668,0.719,0.445,-0.5865,0.445,,,,0.24947807933194155,21,,,27.472922039277922,95.23356767038611,0.9948,80,79.66666666666667,,,,6.833333333333333,
Jaelon Darden,WR,2021,North Texas,00-0036877,2021-04-30,4,129,TAM,0.367,0.367,0.661,0.5015000000000001,0.686,-0.775,-0.29825,0.481,,,,0.4204946996466431,22,,,27.249276008019603,87.16640834198965,0.8167,55,131.88888888888889,-0.0013009540329575022,,,8.222222222222221,
Tylan Wallace,WR,2021,Oklahoma St.,00-0036630,2021-04-30,4,131,BAL,0.271,0.329,0.732,0.8520000000000001,1.077,0.399,-0.11833333333333333,0.399,,,,0.3486692015209126,22,,,27.054552668121403,96.32070875823221,0.9442,85,92.4,0.0032649253731343282,,,5.9,
Jacob Harris,WR,2021,Central Florida,00-0036918,2021-04-30,4,141,LAR,0.112,0.112,1.025,1.0345,1.044,,,,,,,0.15308151093439365,24,,,,,0.7844,65,59.888888888888886,,,,3.3333333333333335,
Ihmir Smith-Marsette,WR,2021,Iowa,00-0036635,2021-04-30,5,157,MIN,0.159,0.176,0.584,0.46675,0.626,0.698,0.35824999999999996,0.698,,,,0.21821631878557876,22,,,24.545331790123456,93.9926005469229,0.8233,100,49.875,0.03873744619799139,,,3.125,
Simi Fehoko,WR,2021,Stanford,00-0036646,2021-04-30,5,179,DAL,0.251,0.251,0.745,0.454,1.033,-0.731,-0.731,-0.731,,,,0.3383545770567787,23,,,27.745066666666666,114.24865332827346,0.9316,80,97.16666666666667,-0.001256281407035176,,,6.166666666666667,
Cornell Powell,WR,2021,Clemson,00-0036647,2021-04-30,5,181,KAN,0.155,0.155,0.857,0.3726,0.857,,,,,,,0.2109038737446198,23,,,27.66435185185185,96.88741191039519,0.9344,85,80.18181818181819,,,,4.818181818181818,
Frank Darby,WR,2021,Arizona St.,00-0036951,2021-04-30,6,187,ATL,0.175,0.175,0.238,0.8355,1.55,2.632,2.632,2.632,,,,0.059202059202059204,23,,,27.25752314814815,92.97510605578763,0.8406,80,11.5,,,,1.5,
Marquez Stevenson,WR,2021,Houston,00-0036571,2021-04-30,6,203,BUF,0.145,0.254,0.895,0.727,0.895,-0.423,0.19066666666666668,0.558,,,,0.14440263405456255,23,,,25.824489795918367,89.36972977567937,0.8781,65,46.142857142857146,0.013949433304272014,,,2.857142857142857,
Shi Smith,WR,2021,South Carolina,00-0036572,2021-04-30,6,204,CAR,0.28,0.28,0.489,0.61775,0.914,-0.876,-0.503,-0.13,,,,0.33495145631067963,22,,,,,0.9131,100,62.7,0.0037998733375554147,,,5.5,
Racey McMath,WR,2021,LSU,00-0036652,2021-04-30,6,205,TEN,0.085,0.085,0.749,1.111,1.403,,,,,,,0.06366307541625857,22,,,27.85810810810811,120.10021156339657,0.8639,100,19.5,,,,1.4,
Jalen Camp,WR,2021,Georgia Tech,00-0036858,2021-04-30,6,209,JAX,0.151,0.233,0.688,1.083,1.662,-0.077,-0.077,-0.077,,,,0.1991869918699187,23,,,,,0.7942,85,39.2,,,,2.5,
Seth Williams,WR,2021,Auburn,00-0036657,2021-04-30,6,219,DEN,0.243,0.261,0.426,0.681,1.089,-1.265,-1.265,-1.265,,,,0.30705736690053653,21,,,26.37031111111111,103.83101200397141,0.9259,100,74.4,,,,4.7,
Dazz Newsome,WR,2021,North Carolina,00-0036907,2021-04-30,6,221,CHI,0.171,0.218,0.774,0.65425,0.892,1.397,0.58925,1.397,,,,0.1900527924423451,22,,,27.259183673469387,85.61164746595347,0.843,85,64.0909090909091,0.007350367518375919,,,4.909090909090909,
Mike Strachan,WR,2021,Charleston (WV),00-0036482,2021-04-30,7,229,IND,,,,,,,,,,,,,24,,,,,,,,,,,,
Tre Nixon,WR,2021,Central Florida,00-0036536,2021-04-30,7,242,NWE,0.158,0.188,0.543,1.03625,2.488,,,,,,,0.07327463788696394,23,,,25.358989197530864,96.23647825399611,0.9256,100,28.666666666666668,,,,2,
Ben Skowronek,WR,2021,Notre Dame,00-0036862,2021-04-30,7,249,LAR,0.14,0.15,1.003,0.76875,1.214,0.176,-1.5314999999999999,0.176,,,,0.15408915408915408,24,,,,,0.8556,100,41.45454545454545,0.0066614420062695925,,,2.6363636363636362,
Kawaan Baker,WR,2021,South Alabama,00-0036939,2021-04-30,7,255,NOR,0.194,0.209,0.653,0.6214999999999999,0.84,-0.695,-0.042,0.36,,,,0.24135393671817512,23,,,,,,65,63.45454545454545,0.03378921962992759,,,4.545454545454546,
Dax Milne,WR,2021,BYU,00-0036671,2021-04-30,7,258,WAS,0.236,0.236,0.774,0.47333333333333333,0.774,0.386,0.14833333333333334,0.386,,,,0.2984437751004016,22,,,,,0.7597,,114.18181818181819,0.028498511271799233,,,6.363636363636363,
